Season,TeamID,total_games,num_wins,num_losses,win_pct,avg_points_for,avg_points_against,avg_game_margin,std_game_margin,non_home_wins,home_losses,close_wins,close_losses,3FGA_pg,3FGM_pg,3_pct,FTM_pg,FTA_pg,FT_pct,TOV_pg,avg_pace,off_eff,def_eff,pythag_win_pct,luck,Seed,wins_vs_tourney_teams,away_wins_vs_tourney_teams,losses_vs_tourney_teams,losses_vs_non_tourney_teams,games_vs_tourney_teams,final_net,prev_net,net_improvement,final_pom,prev_pom,pom_improvement
2004,1403,32,22,10,0.6875,73.40625,66.4375,6.96875,15.04469253383066,7.0,1.0,1.0,3.0,10.875,3.6875,0.3390804597701149,15.46875,20.96875,0.7377049180327869,12.46875,65.94313333333334,111.32135758407793,100.7915746031736,0.8001907047480832,-0.11269070474808318,Y08,4.0,1.0,6.0,4.0,10.0,30.0,20.0,-10.0,29.0,26.0,-3.0
2004,1404,26,8,18,0.3076923076923077,70.92307692307692,76.76923076923077,-5.846153846153846,16.313496789921924,2.0,4.0,2.0,3.0,19.884615384615383,6.230769230769231,0.31334622823984526,13.23076923076923,19.73076923076923,0.6705653021442495,15.923076923076923,67.50473846153847,103.67789294132545,113.38814923477182,0.2494057732131385,0.058286534479169205,None,0.0,0.0,6.0,12.0,6.0,258.0,245.0,-13.0,256.0,250.0,-6.0
2004,1405,30,20,10,0.6666666666666666,76.9,75.1,1.8,15.79324750222913,9.0,1.0,5.0,2.0,18.366666666666667,7.233333333333333,0.3938294010889292,15.666666666666666,21.733333333333334,0.7208588957055214,15.1,68.08355555555555,112.22337028362895,110.09644457628987,0.5816286547160813,0.08503801195058536,None,2.0,1.0,4.0,6.0,6.0,91.0,99.0,8.0,104.0,125.0,21.0
2004,1406,29,8,21,0.27586206896551724,61.10344827586207,69.48275862068965,-8.379310344827585,12.315994067439433,3.0,8.0,3.0,2.0,16.24137931034483,5.413793103448276,0.3333333333333333,13.068965517241379,19.724137931034484,0.6625874125874125,15.448275862068966,63.04080919540229,95.90822524301846,110.24946370277152,0.14336981717263333,0.1324922517928839,None,0.0,0.0,3.0,18.0,3.0,278.0,273.0,-5.0,266.0,285.0,19.0
2004,1407,28,23,5,0.8214285714285714,83.57142857142857,72.78571428571429,10.785714285714286,13.39071411425828,14.0,1.0,6.0,2.0,32.464285714285715,11.607142857142858,0.35753575357535755,12.607142857142858,17.571428571428573,0.7174796747967479,11.071428571428571,68.35164952380953,120.59063895402676,105.72499831806536,0.8723737133415572,-0.050945141912985825,None,1.0,1.0,2.0,3.0,3.0,66.0,56.0,-10.0,90.0,62.0,-28.0
2004,1408,27,10,17,0.37037037037037035,64.92592592592592,70.0,-5.074074074074074,14.378291058825136,0.0,7.0,1.0,2.0,17.666666666666668,5.814814814814815,0.3291404612159329,13.25925925925926,20.51851851851852,0.6462093862815884,16.74074074074074,66.04302222222222,98.73453704041205,106.71166319501452,0.25985875931438673,0.11051161105598362,None,1.0,0.0,8.0,9.0,9.0,181.0,148.0,-33.0,219.0,207.0,-12.0
2004,1409,29,9,20,0.3103448275862069,68.34482758620689,71.6896551724138,-3.3448275862068964,14.511056098995846,2.0,7.0,2.0,3.0,17.82758620689655,5.931034482758621,0.332688588007737,12.482758620689655,18.75862068965517,0.6654411764705883,13.517241379310345,65.52893793103448,102.57416206944228,107.60143722858508,0.33970081468304203,-0.029355987096835123,None,0.0,0.0,5.0,15.0,5.0,197.0,161.0,-36.0,168.0,123.0,-45.0
2004,1410,24,10,14,0.4166666666666667,67.66666666666667,73.58333333333333,-5.916666666666667,14.89663459383435,4.0,3.0,5.0,1.0,22.958333333333332,7.125,0.3103448275862069,16.458333333333332,23.541666666666668,0.6991150442477875,15.75,66.82812444444444,100.47709233214613,107.13466417572396,0.237578074048961,0.17908859261770568,None,2.0,1.0,1.0,13.0,3.0,212.0,250.0,38.0,248.0,261.0,13.0
2004,1411,28,13,15,0.4642857142857143,65.85714285714286,66.71428571428571,-0.8571428571428571,14.534968390830747,3.0,1.0,4.0,0.0,13.714285714285714,3.7857142857142856,0.2760416666666667,18.285714285714285,28.142857142857142,0.649746192893401,18.571428571428573,68.39283809523809,95.62792481658077,98.2679933340463,0.455152553384932,0.009133160900782311,None,1.0,0.0,1.0,14.0,2.0,287.0,300.0,13.0,297.0,286.0,-11.0
2004,1412,29,20,9,0.6896551724137931,74.55172413793103,67.0,7.551724137931035,13.098002498134647,6.0,1.0,3.0,3.0,19.620689655172413,6.482758620689655,0.3304042179261863,12.96551724137931,19.82758620689655,0.6539130434782608,13.620689655172415,68.90445977011493,107.80516697843174,97.23164774112861,0.8154162808670029,-0.12576110845320976,Z09,5.0,3.0,6.0,3.0,11.0,33.0,29.0,-4.0,36.0,39.0,3.0
2004,1414,27,10,17,0.37037037037037035,62.888888888888886,66.11111111111111,-3.2222222222222223,7.814200432229885,4.0,5.0,5.0,3.0,14.333333333333334,5.407407407407407,0.3772609819121447,14.444444444444445,21.0,0.6878306878306878,16.14814814814815,59.73344395061728,103.85358745930976,109.58305490035528,0.3329116129386258,0.03745875743174454,None,1.0,1.0,4.0,13.0,5.0,223.0,215.0,-8.0,212.0,228.0,16.0
2004,1415,27,10,17,0.37037037037037035,67.55555555555556,70.96296296296296,-3.4074074074074074,10.677977542099194,3.0,4.0,4.0,5.0,20.14814814814815,6.222222222222222,0.3088235294117647,14.0,19.555555555555557,0.7159090909090908,14.148148148148149,63.270320987654316,104.15873330439207,110.53139563631586,0.335262074149471,0.03510829622089934,None,0.0,0.0,3.0,14.0,3.0,245.0,248.0,3.0,191.0,205.0,14.0
2004,1416,29,24,5,0.8275862068965517,70.51724137931035,62.206896551724135,8.310344827586206,13.341931433036692,13.0,1.0,4.0,1.0,21.06896551724138,7.448275862068965,0.35351882160392795,12.03448275862069,16.655172413793103,0.7225672877846792,15.137931034482758,63.078400000000016,111.56019949978916,98.55471695211631,0.8512189890022638,-0.02363278210571207,Y14,0.0,0.0,1.0,4.0,1.0,62.0,82.0,20.0,98.0,110.0,12.0
2004,1417,28,11,17,0.39285714285714285,66.53571428571429,70.0,-3.4642857142857144,10.6048578587401,2.0,6.0,4.0,5.0,13.785714285714286,4.535714285714286,0.3290155440414507,12.142857142857142,18.928571428571427,0.6415094339622642,15.785714285714286,62.83474285714284,103.6140382214029,109.52282683470162,0.3304785897290023,0.06237855312814056,None,4.0,1.0,6.0,11.0,10.0,133.0,102.0,-31.0,147.0,160.0,13.0
2004,1418,26,18,8,0.6923076923076923,76.26923076923077,69.88461538461539,6.384615384615385,13.21443535589576,9.0,1.0,1.0,3.0,22.115384615384617,8.23076923076923,0.3721739130434782,13.653846153846153,19.884615384615383,0.6866537717601547,14.538461538461538,67.34916923076922,113.10261610082065,104.07369997464176,0.7713709696125838,-0.07906327730489149,X14,1.0,1.0,4.0,4.0,5.0,71.0,91.0,20.0,60.0,60.0,0.0
2004,1419,28,9,19,0.32142857142857145,66.71428571428571,74.28571428571429,-7.571428571428571,13.388237298434163,3.0,4.0,3.0,5.0,18.214285714285715,6.142857142857143,0.33725490196078434,13.285714285714286,20.571428571428573,0.6458333333333334,17.607142857142858,68.25156571428572,96.34829386082606,107.65344820061003,0.18312474715773788,0.13830382427083357,None,0.0,0.0,2.0,17.0,2.0,268.0,261.0,-7.0,283.0,275.0,-8.0
2004,1420,28,7,21,0.25,60.142857142857146,63.82142857142857,-3.6785714285714284,11.526533277085314,5.0,9.0,0.0,5.0,12.642857142857142,4.035714285714286,0.3192090395480226,10.821428571428571,17.285714285714285,0.6260330578512396,14.214285714285714,61.09097142857142,97.74940879755046,104.1731725185007,0.30453693735162607,-0.05453693735162607,None,0.0,0.0,3.0,18.0,3.0,299.0,276.0,-23.0,286.0,267.0,-19.0
2004,1421,27,7,20,0.25925925925925924,61.592592592592595,72.25925925925925,-10.666666666666666,13.589211407093005,4.0,8.0,1.0,0.0,21.185185185185187,6.62962962962963,0.3129370629370629,10.074074074074074,15.11111111111111,0.6666666666666667,15.296296296296296,64.72888888888889,95.52350284569646,111.19482127138275,0.09781961514491108,0.16143964411434816,None,0.0,0.0,6.0,14.0,6.0,272.0,272.0,0.0,301.0,300.0,-1.0
2004,1422,27,10,17,0.37037037037037035,73.11111111111111,76.37037037037037,-3.259259259259259,12.479887798025395,4.0,6.0,1.0,3.0,17.333333333333332,5.666666666666667,0.326923076923077,13.296296296296296,18.11111111111111,0.7341513292433538,17.074074074074073,68.04270976430976,105.5614754876734,110.3578889445041,0.3528176085950579,0.017552761775312453,None,1.0,0.0,3.0,14.0,4.0,255.0,264.0,9.0,235.0,242.0,7.0
2004,1423,30,15,15,0.5,61.46666666666667,59.56666666666667,1.9,13.108139964668265,6.0,3.0,3.0,5.0,18.466666666666665,6.233333333333333,0.33754512635379064,12.1,17.9,0.6759776536312849,13.5,60.16369777777777,101.48722681247068,97.69203393231852,0.6074863865430906,-0.10748638654309062,None,1.0,0.0,5.0,10.0,6.0,135.0,139.0,4.0,120.0,105.0,-15.0
2004,1424,29,17,12,0.5862068965517241,74.03448275862068,71.13793103448276,2.896551724137931,12.061179754688627,6.0,4.0,5.0,6.0,16.310344827586206,6.068965517241379,0.37209302325581395,16.586206896551722,23.724137931034484,0.6991279069767441,15.03448275862069,65.93096091954023,111.1297127333553,107.2219543547662,0.6353300805733726,-0.0491231840216485,None,1.0,0.0,8.0,4.0,9.0,80.0,90.0,10.0,68.0,71.0,3.0
2004,1425,28,13,15,0.4642857142857143,75.39285714285714,78.78571428571429,-3.392857142857143,11.705735119755511,6.0,7.0,6.0,3.0,22.178571428571427,6.821428571428571,0.30756843800322065,15.285714285714286,23.071428571428573,0.6625386996904025,15.285714285714286,69.98598095238094,105.46941518322701,110.04659435059664,0.35153325571468147,0.11275245857103283,None,2.0,1.0,7.0,8.0,9.0,112.0,120.0,8.0,127.0,139.0,12.0
2004,1426,26,14,12,0.5384615384615384,70.61538461538461,70.26923076923077,0.34615384615384615,14.323037676555334,5.0,2.0,1.0,3.0,12.423076923076923,4.5,0.3622291021671827,18.884615384615383,25.653846153846153,0.7361319340329835,16.346153846153847,65.55027692307692,108.06871259885901,107.41279476384173,0.5170818360922766,0.021379702369261788,None,2.0,1.0,1.0,11.0,3.0,205.0,254.0,49.0,200.0,249.0,49.0
2004,1427,28,16,12,0.5714285714285714,72.42857142857143,72.64285714285714,-0.21428571428571427,12.107722278591881,8.0,5.0,6.0,3.0,19.5,7.035714285714286,0.3608058608058608,16.821428571428573,23.964285714285715,0.7019374068554397,17.107142857142858,67.31408761904761,104.66070115273085,105.9681091203597,0.48972817353899717,0.08170039788957423,X16,0.0,0.0,2.0,10.0,2.0,200.0,274.0,74.0,216.0,253.0,37.0
2004,1428,31,23,8,0.7419354838709677,64.90322580645162,57.61290322580645,7.290322580645161,16.77785319879924,9.0,1.0,3.0,1.0,15.193548387096774,5.967741935483871,0.39278131634819535,12.290322580645162,17.225806451612904,0.7134831460674157,14.225806451612904,57.76846451612904,112.0221125936818,100.66911756093202,0.839886954904814,-0.09795147103384627,Z11,2.0,1.0,5.0,3.0,7.0,36.0,40.0,4.0,44.0,41.0,-3.0
2004,1429,27,24,3,0.8888888888888888,68.48148148148148,57.22222222222222,11.25925925925926,10.724125079024509,10.0,0.0,3.0,1.0,14.407407407407407,5.703703703703703,0.3958868894601542,14.333333333333334,20.14814814814815,0.7113970588235294,12.666666666666666,56.318419753086424,121.20627288556777,101.41735376333436,0.9240386116415918,-0.035149722752703005,None,2.0,0.0,2.0,1.0,4.0,43.0,39.0,-4.0,42.0,34.0,-8.0
2004,1431,29,22,7,0.7586206896551724,75.48275862068965,67.24137931034483,8.241379310344827,16.880217298024853,8.0,1.0,4.0,0.0,15.862068965517242,6.0,0.3782608695652174,18.17241379310345,24.344827586206897,0.7464589235127479,13.551724137931034,65.99966896551724,114.72498123552411,101.30642481282894,0.8331628387496444,-0.07454214909447199,X13,1.0,0.0,3.0,4.0,4.0,46.0,44.0,-2.0,43.0,48.0,5.0
2004,1433,30,23,7,0.7666666666666667,70.8,63.56666666666667,7.233333333333333,16.034719274818073,11.0,2.0,4.0,0.0,17.0,6.566666666666666,0.38627450980392153,12.1,20.033333333333335,0.6039933444259566,16.433333333333334,64.649216,108.45495046987553,97.90879970437392,0.8174368624216466,-0.050770195754979874,Y13,0.0,0.0,3.0,4.0,3.0,54.0,84.0,30.0,82.0,95.0,13.0
2004,1434,29,17,12,0.5862068965517241,72.27586206896552,71.44827586206897,0.8275862068965517,12.652024413500387,7.0,5.0,2.0,3.0,16.862068965517242,5.275862068965517,0.31288343558282206,17.482758620689655,24.586206896551722,0.7110799438990183,16.17241379310345,67.55464827586208,106.44083332861922,104.74775182163467,0.5399630028355278,0.046243893716196305,Z15,1.0,0.0,3.0,9.0,4.0,139.0,157.0,18.0,132.0,138.0,6.0
2004,1435,30,21,9,0.7,73.83333333333333,64.73333333333333,9.1,14.677306746584447,6.0,2.0,3.0,2.0,21.6,7.8,0.3611111111111111,14.566666666666666,20.433333333333334,0.7128874388254486,12.766666666666667,64.52288,113.7069056595467,100.91424371194583,0.8617186452688939,-0.1617186452688939,X06,5.0,2.0,6.0,3.0,11.0,27.0,33.0,6.0,24.0,28.0,4.0
2004,1436,30,22,8,0.7333333333333333,66.4,62.1,4.3,14.182500954815174,12.0,2.0,4.0,2.0,19.5,6.4,0.3282051282051282,12.333333333333334,18.166666666666668,0.6788990825688074,12.566666666666666,62.222719999999995,106.57702336240479,99.7744284207039,0.7173367933299547,0.01599654000337858,X15,0.0,0.0,1.0,7.0,1.0,115.0,123.0,8.0,162.0,146.0,-16.0
2004,1437,30,15,15,0.5,69.66666666666667,68.13333333333334,1.5333333333333334,11.749420789506557,9.0,7.0,4.0,5.0,19.933333333333334,7.2,0.3612040133779264,14.6,19.933333333333334,0.7324414715719063,16.033333333333335,63.24188444444444,109.12454253974992,107.17987538795589,0.5767809160195534,-0.07678091601955339,None,3.0,3.0,10.0,5.0,13.0,67.0,53.0,-14.0,54.0,55.0,1.0
2004,1438,29,17,12,0.5862068965517241,74.58620689655173,75.3103448275862,-0.7241379310344828,13.093553432823972,4.0,4.0,6.0,0.0,18.689655172413794,6.137931034482759,0.3284132841328413,16.24137931034483,23.896551724137932,0.6796536796536797,14.137931034482758,68.1672091954023,108.60639761881126,109.65838210773212,0.46645118784616796,0.11975570870555613,None,3.0,0.0,11.0,1.0,14.0,52.0,50.0,-2.0,65.0,69.0,4.0
2004,1439,29,15,14,0.5172413793103449,66.58620689655173,67.65517241379311,-1.0689655172413792,15.133728110285723,4.0,4.0,5.0,1.0,15.862068965517242,4.827586206896552,0.3043478260869565,13.482758620689655,22.517241379310345,0.5987748851454824,13.344827586206897,64.82398160919539,102.3197635322317,103.695143855262,0.4448414960619998,0.07239988324834506,None,1.0,0.0,6.0,8.0,7.0,108.0,131.0,23.0,115.0,127.0,12.0
2004,1440,26,4,22,0.15384615384615385,54.46153846153846,68.6923076923077,-14.23076923076923,13.388593573255651,0.0,6.0,1.0,1.0,16.73076923076923,4.269230769230769,0.25517241379310346,9.653846153846153,15.576923076923077,0.619753086419753,17.384615384615383,63.22116923076923,86.20962733909712,108.61193932236148,0.03808513146823486,0.11576102237791899,None,1.0,0.0,3.0,19.0,4.0,312.0,315.0,3.0,319.0,322.0,3.0
2004,1441,24,9,15,0.375,70.04166666666667,73.375,-3.3333333333333335,13.16139134826642,4.0,5.0,3.0,4.0,15.541666666666666,5.041666666666667,0.3243967828418231,17.75,24.291666666666668,0.7307032590051458,18.333333333333332,68.58444444444444,101.67587518174072,105.71488128801506,0.3437296708101859,0.031270329189814094,None,0.0,0.0,2.0,13.0,2.0,236.0,200.0,-36.0,239.0,225.0,-14.0
2004,1442,27,3,24,0.1111111111111111,65.88888888888889,78.66666666666667,-12.777777777777779,12.916636798053878,0.0,9.0,1.0,3.0,18.333333333333332,6.62962962962963,0.36161616161616167,15.62962962962963,22.25925925925926,0.7021630615640599,17.59259259259259,66.7527111111111,98.54742201019106,116.65926936117914,0.07830930561438477,0.03280180549672633,None,0.0,0.0,3.0,21.0,3.0,313.0,310.0,-3.0,306.0,303.0,-3.0
2004,1443,26,13,13,0.5,74.38461538461539,72.65384615384616,1.7307692307692308,14.466294226202274,5.0,4.0,1.0,3.0,19.192307692307693,7.0,0.36472945891783565,14.23076923076923,23.0,0.6187290969899665,15.26923076923077,64.67854769230769,112.96963318154805,110.5865651632919,0.581146209519523,-0.081146209519523,None,0.0,0.0,5.0,8.0,5.0,144.0,126.0,-18.0,131.0,109.0,-22.0
2004,1444,30,26,4,0.8666666666666667,79.2,65.93333333333334,13.266666666666667,13.398839087357116,13.0,0.0,1.0,1.0,18.866666666666667,7.166666666666667,0.37985865724381623,17.166666666666668,23.833333333333332,0.7202797202797203,13.3,65.35409777777777,120.01212686923357,100.08801416413347,0.9275836220954924,-0.06091695542882569,X11,1.0,1.0,0.0,4.0,1.0,44.0,59.0,15.0,30.0,40.0,10.0
2004,1447,28,12,16,0.42857142857142855,66.75,70.14285714285714,-3.392857142857143,9.60036935939106,7.0,7.0,5.0,4.0,18.214285714285715,5.928571428571429,0.3254901960784314,14.678571428571429,22.357142857142858,0.6565495207667732,15.821428571428571,65.0592761904762,102.4454111509878,107.26456843895883,0.3341101874550399,0.09446124111638865,None,0.0,0.0,4.0,12.0,4.0,219.0,232.0,13.0,263.0,260.0,-3.0
2004,1448,28,19,9,0.6785714285714286,83.82142857142857,75.64285714285714,8.178571428571429,14.237911091339837,7.0,3.0,2.0,2.0,19.964285714285715,7.642857142857143,0.3828264758497317,19.178571428571427,26.892857142857142,0.7131474103585657,15.035714285714286,69.33077056277057,119.14437481948889,107.10997524318502,0.8066018978398786,-0.12803046926844996,Y04,8.0,4.0,7.0,2.0,15.0,20.0,22.0,2.0,13.0,14.0,1.0
2004,1449,30,19,11,0.6333333333333333,81.43333333333334,78.23333333333333,3.2,13.143819840518201,8.0,3.0,2.0,1.0,18.3,6.5,0.3551912568306011,17.933333333333334,25.133333333333333,0.713527851458886,15.2,71.71711999999998,112.53146431700887,108.74347174858256,0.6359054395336832,-0.0025721062003498663,Z08,5.0,2.0,4.0,7.0,9.0,60.0,104.0,44.0,51.0,96.0,45.0
2004,1450,28,12,16,0.42857142857142855,57.892857142857146,59.964285714285715,-2.0714285714285716,14.796062631246027,7.0,5.0,0.0,3.0,18.678571428571427,6.285714285714286,0.3365200764818356,11.25,14.785714285714286,0.7608695652173912,12.214285714285714,57.13302857142857,100.45378928532635,104.45808795974247,0.38012730121376276,0.04844412735766579,None,0.0,0.0,8.0,8.0,8.0,149.0,173.0,24.0,117.0,141.0,24.0
2004,1451,27,13,14,0.48148148148148145,67.48148148148148,67.22222222222223,0.25925925925925924,12.246216626923003,7.0,5.0,3.0,3.0,15.62962962962963,6.185185185185185,0.3957345971563981,16.333333333333332,23.14814814814815,0.7055999999999999,13.555555555555555,61.3662024691358,109.91788796720054,109.06379463947326,0.5133828517608341,-0.03190137027935264,None,1.0,0.0,5.0,9.0,6.0,178.0,198.0,20.0,180.0,185.0,5.0
2004,1452,28,15,13,0.5357142857142857,65.25,66.0,-0.75,13.059274208666531,6.0,4.0,4.0,2.0,21.0,7.285714285714286,0.3469387755102041,12.178571428571429,17.464285714285715,0.6973415132924335,13.107142857142858,61.284800000000004,105.47435777799316,107.05171088693189,0.46034020018915256,0.07537408552513314,None,3.0,1.0,5.0,8.0,8.0,97.0,68.0,-29.0,106.0,99.0,-7.0
2004,1453,27,16,11,0.5925925925925926,65.07407407407408,65.25925925925925,-0.18518518518518517,12.083159499246253,6.0,3.0,5.0,1.0,17.48148148148148,6.296296296296297,0.36016949152542377,14.777777777777779,20.296296296296298,0.7281021897810219,13.481481481481481,61.67332345679011,104.99362329279192,105.18911236221959,0.49011921109690326,0.1024733814956893,None,0.0,0.0,4.0,7.0,4.0,137.0,132.0,-5.0,160.0,133.0,-27.0
2004,1454,28,18,10,0.6428571428571429,76.57142857142857,71.92857142857143,4.642857142857143,11.393025077132204,9.0,3.0,0.0,3.0,18.107142857142858,6.821428571428571,0.3767258382642998,16.607142857142858,23.571428571428573,0.7045454545454545,15.357142857142858,66.95862857142858,114.18121064977267,107.44616620525628,0.7047616666539019,-0.06190452379675904,None,2.0,1.0,7.0,3.0,9.0,75.0,58.0,-17.0,81.0,53.0,-28.0
2004,1455,30,20,10,0.6666666666666666,70.96666666666667,64.2,6.766666666666667,10.432907339546132,10.0,4.0,2.0,3.0,18.0,6.666666666666667,0.3703703703703704,15.3,20.766666666666666,0.7367576243980739,15.0,64.3456,110.93861047372326,99.7264461439715,0.8012110010454415,-0.1345443343787749,None,2.0,1.0,5.0,5.0,7.0,68.0,74.0,6.0,66.0,50.0,-16.0
2004,1456,28,7,21,0.25,71.67857142857143,76.67857142857143,-5.0,12.495713550768405,2.0,7.0,1.0,3.0,19.857142857142858,6.25,0.3147482014388489,15.785714285714286,22.642857142857142,0.6971608832807571,15.678571428571429,66.98841904761908,106.65307169054826,113.25339341487245,0.2813130931879429,-0.0313130931879429,None,1.0,0.0,3.0,18.0,4.0,265.0,252.0,-13.0,249.0,244.0,-5.0
2004,1457,26,14,12,0.5384615384615384,65.1923076923077,64.84615384615384,0.34615384615384615,12.633722600467454,6.0,4.0,5.0,4.0,17.23076923076923,5.461538461538462,0.31696428571428575,14.038461538461538,20.115384615384617,0.6978967495219884,14.076923076923077,61.46010256410257,106.02007723787413,105.1946012205685,0.5185053406251319,0.019956197836406564,None,0.0,0.0,4.0,8.0,4.0,210.0,196.0,-14.0,240.0,226.0,-14.0
2004,1458,30,24,6,0.8,68.63333333333334,56.666666666666664,11.966666666666667,14.309631566031165,9.0,0.0,3.0,2.0,17.6,5.8,0.32954545454545453,15.366666666666667,21.433333333333334,0.7169517884914464,9.933333333333334,58.19100444444445,117.30231349172263,96.64295044699514,0.9349323807826474,-0.13493238078264735,Y06,5.0,3.0,3.0,3.0,8.0,12.0,17.0,5.0,14.0,16.0,2.0
2004,1459,26,6,20,0.23076923076923078,71.73076923076923,82.11538461538461,-10.384615384615385,12.496390011263632,3.0,6.0,3.0,1.0,21.807692307692307,7.5,0.34391534391534395,13.0,20.692307692307693,0.6282527881040891,18.076923076923077,70.3203282051282,100.56027044896646,115.41037134909357,0.13230736494677406,0.09846186582245672,None,0.0,0.0,5.0,15.0,5.0,276.0,257.0,-19.0,288.0,289.0,1.0
2004,1460,27,14,13,0.5185185185185185,66.33333333333333,67.48148148148148,-1.1481481481481481,13.777877339345569,6.0,5.0,4.0,0.0,13.88888888888889,4.666666666666667,0.336,14.777777777777779,21.037037037037038,0.7024647887323944,12.74074074074074,61.87235555555555,107.25395154096225,109.03127112207098,0.4406055078078136,0.07791301071070489,None,1.0,0.0,2.0,11.0,3.0,163.0,150.0,-13.0,170.0,157.0,-13.0
2004,1461,28,11,17,0.39285714285714285,69.96428571428571,69.0,0.9642857142857143,17.69681598249717,1.0,5.0,1.0,2.0,17.892857142857142,6.0,0.3353293413173653,14.892857142857142,22.107142857142858,0.6736672051696284,14.928571428571429,64.98628571428573,106.98342697456603,106.43823272035833,0.5481128183552031,-0.15525567549806024,None,3.0,0.0,7.0,10.0,10.0,126.0,124.0,-2.0,135.0,129.0,-6.0
2004,1462,33,23,10,0.696969696969697,70.42424242424242,62.36363636363637,8.06060606060606,13.997704127635068,10.0,3.0,2.0,1.0,20.575757575757574,7.606060606060606,0.3696612665684831,13.727272727272727,20.21212121212121,0.679160419790105,12.545454545454545,62.562973737373724,112.40707918539341,98.87475801567102,0.844333656874269,-0.14736395990457196,W07,7.0,3.0,4.0,6.0,11.0,35.0,55.0,20.0,26.0,49.0,23.0
2004,1463,26,11,15,0.4230769230769231,65.34615384615384,66.88461538461539,-1.5384615384615385,13.59646664856145,5.0,4.0,3.0,4.0,15.346153846153847,5.076923076923077,0.3308270676691729,11.346153846153847,17.0,0.6674208144796381,15.115384615384615,62.0974276923077,103.02297954350917,105.79329493829121,0.4197764476698176,0.0033004754071054854,None,0.0,0.0,5.0,10.0,5.0,214.0,199.0,-15.0,222.0,216.0,-6.0
2004,1464,27,7,20,0.25925925925925924,65.55555555555556,72.5925925925926,-7.037037037037037,10.650965810776597,1.0,6.0,3.0,3.0,12.518518518518519,4.148148148148148,0.3313609467455621,15.62962962962963,23.14814814814815,0.6752,16.333333333333332,64.67934814814814,100.49680942298595,111.16699600512564,0.19492318618529547,0.06433607307396377,None,0.0,0.0,3.0,17.0,3.0,257.0,225.0,-32.0,260.0,241.0,-19.0
2005,1102,29,17,12,0.5862068965517241,61.241379310344826,55.13793103448276,6.103448275862069,14.18922570263889,6.0,1.0,2.0,3.0,24.413793103448278,8.89655172413793,0.3644067796610169,9.517241379310345,13.068965517241379,0.7282321899736148,10.068965517241379,53.21982528735632,114.66578361837685,102.83806791526123,0.8115853260335196,-0.22537842948179554,None,1.0,0.0,7.0,5.0,8.0,114.0,104.0,-10.0,65.0,55.0,-10.0
2005,1103,28,18,10,0.6428571428571429,71.60714285714286,66.25,5.357142857142857,12.790102997782213,5.0,1.0,3.0,3.0,21.357142857142858,8.142857142857142,0.3812709030100334,13.892857142857142,20.357142857142858,0.6824561403508772,13.357142857142858,64.05942857142857,109.9311900199563,102.62100198406695,0.7468028441958128,-0.10394570133866987,None,4.0,1.0,0.0,10.0,4.0,70.0,79.0,9.0,77.0,67.0,-10.0
2005,1104,30,23,7,0.7666666666666667,75.43333333333334,64.83333333333333,10.6,16.928476993909797,9.0,1.0,2.0,2.0,19.566666666666666,7.633333333333334,0.3901192504258944,17.066666666666666,23.266666666666666,0.7335243553008596,12.666666666666666,62.25774545454545,120.2407975316376,102.66821718837066,0.891522007930941,-0.12485534126427433,X05,5.0,3.0,6.0,1.0,11.0,17.0,12.0,-5.0,18.0,19.0,1.0
2005,1105,29,16,13,0.5517241379310345,69.06896551724138,67.79310344827586,1.2758620689655173,14.14919652092908,9.0,3.0,3.0,4.0,20.24137931034483,6.103448275862069,0.30153321976149916,15.655172413793103,25.517241379310345,0.6135135135135135,15.241379310344827,69.97105287356321,99.35633887013209,94.96285834379923,0.5644770996385747,-0.012752961707540256,Z16a,0.0,0.0,1.0,12.0,1.0,226.0,231.0,5.0,268.0,273.0,5.0
2005,1106,30,15,15,0.5,57.96666666666667,61.3,-3.3333333333333335,12.851286144022922,6.0,4.0,5.0,4.0,15.1,4.533333333333333,0.30022075055187636,14.566666666666666,22.433333333333334,0.649331352154532,15.766666666666667,61.80821333333333,92.72009583051104,98.78772863447027,0.3148089215309408,0.1851910784690592,None,0.0,0.0,6.0,9.0,6.0,250.0,241.0,-9.0,305.0,295.0,-10.0
2005,1107,28,13,15,0.4642857142857143,67.35714285714286,64.67857142857143,2.6785714285714284,12.558587191435905,6.0,4.0,0.0,5.0,16.392857142857142,6.214285714285714,0.3790849673202615,15.142857142857142,20.964285714285715,0.7223168654173764,14.785714285714286,62.350780952380944,107.28611325234351,102.92689032614147,0.637482473927022,-0.17319675964130765,None,0.0,0.0,4.0,11.0,4.0,196.0,183.0,-13.0,176.0,178.0,2.0
2005,1108,28,6,22,0.21428571428571427,57.17857142857143,69.46428571428571,-12.285714285714286,13.239165766923596,2.0,7.0,3.0,1.0,16.928571428571427,4.714285714285714,0.2784810126582279,12.535714285714286,21.071428571428573,0.5949152542372881,19.857142857142858,67.30003809523808,83.57969117828449,103.02259342940047,0.06254088848536901,0.15174482580034526,None,0.0,0.0,3.0,19.0,3.0,323.0,325.0,2.0,327.0,327.0,0.0
